Year,County,Hospital,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Longitude,Latitude
2016,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2016,Placer,Sutter Auburn Faith Hospital,1,106,1.2,As Expected,-121.099,38.94432
2017,Placer,Sutter Auburn Faith Hospital,0,15,0,As Expected,-121.099,38.94432
2017,Placer,Sutter Auburn Faith Hospital,4,78,6.5,As Expected,-121.099,38.94432
2017,Placer,Sutter Auburn Faith Hospital,1,5,20.5,As Expected,-121.099,38.94432
2017,Placer,Sutter Auburn Faith Hospital,2,72,2.6,As Expected,-121.099,38.94432
2017,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2017,Placer,Sutter Auburn Faith Hospital,0,17,0,As Expected,-121.099,38.94432
2017,Placer,Sutter Auburn Faith Hospital,0,26,0,As Expected,-121.099,38.94432
2017,Placer,Sutter Auburn Faith Hospital,1,102,0.9,As Expected,-121.099,38.94432
2017,Placer,Sutter Auburn Faith Hospital,2,78,2.9,As Expected,-121.099,38.94432
2017,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2017,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2017,Placer,Sutter Auburn Faith Hospital,1,59,1.7,As Expected,-121.099,38.94432
2018,Placer,Sutter Auburn Faith Hospital,0,13,0,As Expected,-121.099,38.94432
2018,Placer,Sutter Auburn Faith Hospital,1,84,2.1,As Expected,-121.099,38.94432
2018,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2018,Placer,Sutter Auburn Faith Hospital,1,83,1.2,As Expected,-121.099,38.94432
2018,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2018,Placer,Sutter Auburn Faith Hospital,0,15,0,As Expected,-121.099,38.94432
2018,Placer,Sutter Auburn Faith Hospital,2,63,4,As Expected,-121.099,38.94432
2018,Placer,Sutter Auburn Faith Hospital,3,89,2.8,As Expected,-121.099,38.94432
2018,Placer,Sutter Auburn Faith Hospital,0,69,0,As Expected,-121.099,38.94432
2018,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2018,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2018,Placer,Sutter Auburn Faith Hospital,3,85,2.7,As Expected,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,0,4,0,As Expected,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,1,16,4.5,As Expected,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,5,91,7.3,As Expected,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,1,3,26.4,As Expected,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,3,87,3.2,As Expected,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,0,10,0,As Expected,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,3,76,7.1,As Expected,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,4,146,2.7,As Expected,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,0,63,0,As Expected,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2019,Placer,Sutter Auburn Faith Hospital,1,101,1.4,As Expected,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,0,3,0,As Expected,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,0,9,0,As Expected,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,0,90,0,As Expected,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,0,3,0,As Expected,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,0,84,0,As Expected,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,0,3,0,As Expected,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,0,12,0,As Expected,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,1,44,2.8,As Expected,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,3,134,1.9,As Expected,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,1,67,1.4,As Expected,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2020,Placer,Sutter Auburn Faith Hospital,3,144,3.1,As Expected,-121.099,38.94432
2016,Placer,Sutter Roseville Medical Center,0,58,0,As Expected,-121.24922,38.76515
2016,Placer,Sutter Roseville Medical Center,0,58,0,As Expected,-121.24922,38.76515
2016,Placer,Sutter Roseville Medical Center,0,58,0,As Expected,-121.24922,38.76515
2016,Placer,Sutter Roseville Medical Center,15,398,4.4,As Expected,-121.249,38.76515
2016,Placer,Sutter Roseville Medical Center,44,408,11.4,As Expected,-121.249,38.76515
2016,Placer,Sutter Roseville Medical Center,18,55,26.6,As Expected,-121.249,38.76515
2016,Placer,Sutter Roseville Medical Center,25,338,7,As Expected,-121.249,38.76515
2016,Placer,Sutter Roseville Medical Center,1,15,7.8,As Expected,-121.249,38.76515
2016,Placer,Sutter Roseville Medical Center,0,40,0,As Expected,-121.249,38.76515
2016,Placer,Sutter Roseville Medical Center,8,410,2.2,As Expected,-121.249,38.76515
2016,Placer,Sutter Roseville Medical Center,26,540,3.8,As Expected,-121.249,38.76515
2016,Placer,Sutter Roseville Medical Center,9,278,2.2,As Expected,-121.249,38.76515
2016,Placer,Sutter Roseville Medical Center,9,246,4.5,As Expected,-121.249,38.76515
2016,Placer,Sutter Roseville Medical Center,,,,,-121.249,38.76515
2016,Placer,Sutter Roseville Medical Center,7,371,2,As Expected,-121.249,38.76515
2017,Placer,Sutter Roseville Medical Center,0,70,0,As Expected,-121.24922,38.76515
2017,Placer,Sutter Roseville Medical Center,0,70,0,As Expected,-121.24922,38.76515
2017,Placer,Sutter Roseville Medical Center,0,70,0,As Expected,-121.24922,38.76515
2017,Placer,Sutter Roseville Medical Center,22,521,3.9,Better,-121.249,38.76515
2017,Placer,Sutter Roseville Medical Center,32,404,7.4,As Expected,-121.249,38.76515
2017,Placer,Sutter Roseville Medical Center,13,80,17.2,As Expected,-121.249,38.76515
2017,Placer,Sutter Roseville Medical Center,15,310,4.2,As Expected,-121.249,38.76515
2017,Placer,Sutter Roseville Medical Center,4,14,18.8,As Expected,-121.249,38.76515
2017,Placer,Sutter Roseville Medical Center,0,51,0,As Expected,-121.249,38.76515
2017,Placer,Sutter Roseville Medical Center,11,451,2,As Expected,-121.249,38.76515
2017,Placer,Sutter Roseville Medical Center,31,561,3.3,As Expected,-121.249,38.76515
2017,Placer,Sutter Roseville Medical Center,5,254,1.9,As Expected,-121.249,38.76515
2017,Placer,Sutter Roseville Medical Center,7,285,2.7,As Expected,-121.249,38.76515
2017,Placer,Sutter Roseville Medical Center,,,,,-121.249,38.76515
2017,Placer,Sutter Roseville Medical Center,7,267,1.9,As Expected,-121.249,38.76515
2018,Placer,Sutter Roseville Medical Center,0,72,,As Expected,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,0,72,0,As Expected,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,0,72,0,As Expected,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,16,471,3.3,Better,-121.249,38.76515
2018,Placer,Sutter Roseville Medical Center,35,443,7.2,As Expected,-121.249,38.76515
2018,Placer,Sutter Roseville Medical Center,13,77,16,As Expected,-121.249,38.76515
2018,Placer,Sutter Roseville Medical Center,20,361,4,As Expected,-121.249,38.76515
2018,Placer,Sutter Roseville Medical Center,2,5,23.5,As Expected,-121.249,38.76515
2018,Placer,Sutter Roseville Medical Center,0,52,0,As Expected,-121.249,38.76515
2018,Placer,Sutter Roseville Medical Center,6,425,1.1,Better,-121.249,38.76515
2018,Placer,Sutter Roseville Medical Center,13,624,1.3,Better,-121.249,38.76515
2018,Placer,Sutter Roseville Medical Center,1,271,0.3,Better,-121.249,38.76515
2018,Placer,Sutter Roseville Medical Center,4,299,1.7,As Expected,-121.249,38.76515
2018,Placer,Sutter Roseville Medical Center,,,,,-121.249,38.76515
2018,Placer,Sutter Roseville Medical Center,7,276,2,As Expected,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,0,65,,As Expected,-121.24922,38.76515
2019,Placer,Sutter Roseville Medical Center,0,65,0,As Expected,-121.24922,38.76515
2019,Placer,Sutter Roseville Medical Center,0,65,0,As Expected,-121.24922,38.76515
2019,Placer,Sutter Roseville Medical Center,0,17,0,As Expected,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,,,,,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,15,488,3.3,Better,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,28,435,7.5,As Expected,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,13,78,20.1,As Expected,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,14,347,3.8,As Expected,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,1,10,17.3,As Expected,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,0,65,0,As Expected,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,10,463,2.4,As Expected,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,14,636,1.8,As Expected,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,7,280,2.4,As Expected,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,7,314,2.4,As Expected,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,,,,,-121.249,38.76515
2019,Placer,Sutter Roseville Medical Center,6,259,2.3,As Expected,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,0,89,,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,0,89,0,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,0,89,0,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,0,19,0,As Expected,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,,,,,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,17,481,3.9,Better,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,42,523,9.3,As Expected,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,18,95,19.1,As Expected,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,22,422,5.7,As Expected,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,2,6,31.6,As Expected,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,0,35,0,As Expected,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,6,517,1.6,As Expected,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,21,631,3.3,As Expected,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,4,295,1.3,As Expected,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,7,337,2,As Expected,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,,,,,-121.249,38.76515
2020,Placer,Sutter Roseville Medical Center,33,566,6.8,As Expected,-121.249,38.76515
2016,Placer,Kaiser Foundation Hospital – Roseville,0,135,0,As Expected,-121.25107,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,0,135,0,As Expected,-121.25107,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,0,135,0,As Expected,-121.25107,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,15,458,4.7,As Expected,-121.251,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,29,335,16.1,Worse,-121.251,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,5,33,24.4,As Expected,-121.251,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,23,300,10.2,Worse,-121.251,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,,,,,-121.251,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,0,39,0,As Expected,-121.251,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,7,329,3.5,As Expected,-121.251,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,29,547,5.3,Worse,-121.251,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,8,306,2,As Expected,-121.251,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,0,305,0,Better,-121.251,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,,,,,-121.251,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,7,207,3.2,As Expected,-121.251,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,0,127,0,As Expected,-121.25107,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,0,127,0,As Expected,-121.25107,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,0,127,0,As Expected,-121.25107,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,26,608,5.3,As Expected,-121.251,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,27,442,11.8,As Expected,-121.251,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,7,34,29.4,As Expected,-121.251,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,20,403,6.7,As Expected,-121.251,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,0,5,0,As Expected,-121.251,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,0,33,0,As Expected,-121.251,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,9,380,2.5,As Expected,-121.251,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,28,720,3,As Expected,-121.251,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,6,321,2.8,As Expected,-121.251,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,9,406,3.9,As Expected,-121.251,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,,,,,-121.251,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,9,224,3.7,As Expected,-121.251,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,0,93,,As Expected,-121.25107,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,0,93,0,As Expected,-121.25107,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,0,93,0,As Expected,-121.25107,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,21,563,5.3,As Expected,-121.251,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,30,464,11.7,As Expected,-121.251,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,9,39,31.8,As Expected,-121.251,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,21,421,6.5,As Expected,-121.251,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,0,4,0,As Expected,-121.251,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,1,36,5.6,As Expected,-121.251,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,3,424,0.7,Better,-121.251,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,32,716,3.3,As Expected,-121.251,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,6,337,1.8,As Expected,-121.251,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,4,375,3.1,As Expected,-121.251,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,,,,,-121.251,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,6,266,2,As Expected,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,0,111,,As Expected,-121.25107,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,0,111,0,As Expected,-121.25107,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,0,111,0,As Expected,-121.25107,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,0,30,0,As Expected,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,1,4,17.9,As Expected,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,19,564,4.9,As Expected,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,21,402,11.9,As Expected,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,5,42,17.7,As Expected,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,15,358,8.3,Worse,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,,,,,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,0,64,0,As Expected,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,12,426,3.2,As Expected,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,24,719,3.4,As Expected,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,4,318,2.2,As Expected,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,5,362,2.6,As Expected,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,,,,,-121.251,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,11,246,3.9,As Expected,-121.251,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,0,80,,As Expected,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,0,80,0,As Expected,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,0,80,0,As Expected,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,0,34,0,As Expected,-121.251,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,,,,,-121.251,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,15,465,5.2,As Expected,-121.251,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,25,311,13.4,Worse,-121.251,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,11,37,40.5,Worse,-121.251,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,13,270,6.5,As Expected,-121.251,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,1,4,24.7,As Expected,-121.251,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,0,31,0,As Expected,-121.251,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,11,402,3.3,As Expected,-121.251,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,37,697,5.5,Worse,-121.251,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,5,351,1.5,As Expected,-121.251,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,9,336,3.1,As Expected,-121.251,38.74636
